,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
36298,QFPS9JBNdOOHVP0C3pSslw,Earls Kitchen + Bar,"150 King Street West, Unit 100",Toronto,ON,V5H 1J9,43.6480134621,-79.3839246431,3.5,373,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'loud'"", 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'Smoking': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'CoatCheck': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'GoodForDancing': 'False', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'False'}","Cocktail Bars, Nightlife, Comfort Food, American (New), Bars, American (Traditional), Restaurants, Canadian (New)","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
36334,tY8iEZkq0ZloRgvHgpYHtQ,Milo's Cellar,538 Nevada Hwy,Boulder City,NV,89005,35.9774210253,-114.8380921273,4.0,216,1,"{'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'BYOBCorkage': ""'yes_corkage'"", 'WiFi': ""'no'"", 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'GoodForDancing': 'False', 'Corkage': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'Caters': 'False', 'HasTV': 'True'}","Nightlife, Bars, Beer, Wine & Spirits, Food, American (New), Restaurants, Wine Bars","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
36398,BiMWzRn7ppT_zgoY37yNVg,Lanning's Restaurant,826 N Cleveland Massillon Rd,Akron,OH,44333,41.1579151,-81.6366997,4.0,49,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'dressy'"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '3', 'RestaurantsTableService': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': True, 'classy': False, 'casual': False}"", 'GoodForDancing': 'False', 'Caters': 'False', 'HappyHour': 'True'}","Diners, American (New), Seafood, Nightlife, Steakhouses, Restaurants, Wine Bars, Buffets, Bars","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}"
36554,vWKx7aOkg1wYjMBF57jFrw,Moosehead Grill,7660 Leavitt Rd,Amherst,OH,44001,41.3844136,-82.2110783,3.5,41,1,"{'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False'}","Barbeque, Seafood, American (Traditional), Restaurants, American (New)","{'Tuesday': '11:30-20:30', 'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-21:30', 'Saturday': '12:0-21:30', 'Sunday': '12:0-20:0'}"
36614,4M09MJwxRx8utAgEntFVrQ,Bar Louie,24337 Cedar Rd,Lyndhurst,OH,44124,41.5032902,-81.5022549033,3.0,138,1,"{'RestaurantsAttire': ""u'casual'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'False', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False'}","Cocktail Bars, American (New), Nightlife, Bars, Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}"
36659,IzEHkReZTds6ipOaCq2G6g,House of Blues - Music Venue,308 Euclid Ave,Cleveland,OH,44114,41.499164,-81.690889,3.0,164,1,"{'HasTV': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsReservations': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","American (New), Bars, American (Traditional), Venues & Event Spaces, Nightlife, Musicians, Performing Arts, Music Venues, Arts & Entertainment, Event Planning & Services, Restaurants","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0'}"
36784,HCCg-rVnHQ2FI6lHs_LvUQ,Daily Dose,4020 N Scottsdale Rd,Scottsdale,AZ,85251,33.494378424,-111.9263250177,4.0,976,1,"{'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","American (New), Caterers, Restaurants, Nightlife, Event Planning & Services, Bars, Breakfast & Brunch","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}"
36834,UtsJThJWezQCAz1Ag2PaBQ,ATL Wings,"70 W Warner Rd, Ste 100",Chandler,AZ,85225,33.3357145,-111.8432589,4.0,488,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'Caters': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Food, Restaurants, Chicken Wings, American (New)","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-17:0'}"
36837,G6BwYw_0_atLPTzI1uokIA,Nacho Daddy,9560 W Sahara Ave,Las Vegas,NV,89117,36.1447628,-115.3027475,4.0,800,1,"{'BikeParking': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Music': ""{'dj': False}"", 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'Smoking': ""u'no'"", 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}""}","Restaurants, Burgers, Vegan, Pubs, Tex-Mex, Breakfast & Brunch, Nightlife, American (New), Sports Bars, Mexican, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:30', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '10:30-21:0', 'Sunday': '10:0-21:0'}"
36843,y0kIBav53i8OruU9e0ZqQA,Mr. Chicken,5515 Warrensville Center Road,Maple Heights,OH,44137,41.4116325,-81.5369015,3.0,7,1,"{'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True'}","Chicken Wings, Chicken Shop, Comfort Food, Restaurants, American (New)","{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-12:0', 'Saturday': '10:30-12:0', 'Sunday': '10:30-11:0'}"
36892,vfwTrfrZ3FWhVkyLjAggLQ,Restaurant X,408 S Main St,Davidson,NC,28036,35.4962415,-80.8529362,4.0,117,1,"{'Caters': 'True', 'HasTV': 'False', 'DogsAllowed': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False'}","British, Sandwiches, American (New), American (Traditional), Restaurants, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '17:30-21:0', 'Wednesday': '17:30-21:0', 'Thursday': '17:30-21:0', 'Friday': '17:30-21:30', 'Saturday': '17:30-21:30', 'Sunday': '17:30-21:30'}"
37038,9g4ucHWlMzkZ-EowAVhpKQ,James Place,271 E Garfield Rd,Aurora,OH,44202,41.3176338,-81.3358375,4.0,37,1,"{'GoodForKids': 'False', 'Caters': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""'loud'"", 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False'}","Nightlife, Wine Bars, Bars, American (New), Restaurants","{'Monday': '16:0-23:0', 'Tuesday': '16:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0'}"
37085,gkR_X3INE6Rr-TuM4ynhzQ,Cinderlands Beer,3705 Butler St,Pittsburgh,PA,15201,40.4664949,-79.9648079,4.5,82,1,"{'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'""}","Food, American (New), Brewpubs, Restaurants, Breweries","{'Monday': '0:0-0:0', 'Tuesday': '16:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:0-18:0'}"
37154,o-cqIwS2nWJGWA6nNPQ2_w,Hot Cookie Truck,,Mesa,AZ,,33.4151843,-111.8314724,4.0,9,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True'}","American (New), Food Trucks, Food, Restaurants",
37179,mklo4H47YWK7f18YXTCEoA,Murphy's Pub,604 E Green St,Champaign,IL,61820,40.1103799066,-88.2301879674,3.5,114,1,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Dive Bars, Nightlife, American (New), Bars, Pubs, Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
37225,2DmTw0k3bcXuHdAyxO_bkw,Tryst Cafe,21050 N Tatum Blvd,Phoenix,AZ,85050,33.677854,-111.978579,3.5,584,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'Caters': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'True'}","Gluten-Free, Restaurants, American (New), Coffee & Tea, Breakfast & Brunch, Health Markets, Specialty Food, Diners, Food, Cafes, Beer, Wine & Spirits","{'Monday': '0:0-0:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-15:0'}"
37304,E50mr3xobsahb77IBRwVTQ,Clifton Martini & Wine Bar,10427 Clifton Blvd,Cleveland,OH,44102,41.4851348,-81.7572183,3.0,98,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'Caters': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True'}","Bars, Wine Bars, American (New), Tapas/Small Plates, Nightlife, Restaurants","{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-2:30', 'Saturday': '17:0-2:30', 'Sunday': '16:0-23:0'}"
37336,IkNY7NNNtxybDUVaImQU4Q,The Cat'n Fiddle Pub,540 16th Avenue NW,Calgary,AB,T2M 0J4,51.0671356517,-114.0736413002,3.0,24,1,"{'NoiseLevel': ""u'loud'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False'}","Nightlife, Bars, Restaurants, Pubs, American (New)","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-0:0'}"
37447,RTegy5CUBpMK65pr8UeDgA,ZuZu,6850 E Main St,Scottsdale,AZ,85251,33.492914,-111.933566,4.0,432,1,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'BYOBCorkage': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsAttire': ""'casual'"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Caters': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': True}""}","Restaurants, American (New), Nightlife, American (Traditional), Bars, Lounges","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}"
